id,CTDTEMP_ITS90,Salinity_PSS78,Depth,TA,DIC
1464,11.16,33.61,50.0,2233.4,2134.5
1465,12.55,33.54,30.0,2233.1,2064.3
1466,16.03,33.56,3.0,2234.0,2013.4
1468,7.51,34.24,320.0,2292.8,2278.4
1469,8.48,34.23,230.0,2283.1,2256.3
1470,9.04,34.19,170.0,2272.4,2234.5
1471,9.74,33.98,100.0,2256.3,2203.8
1472,10.69,33.7,50.0,2237.0,2161.0
1473,11.28,33.61,31.0,2233.6,2135.1
1475,7.68,34.23,321.0,2289.5,2261.1
1476,8.39,34.2,230.0,2280.2,2253.7
1477,8.9,34.16,170.0,2272.4,2237.4
1478,9.61,34.02,100.0,2257.4,2205.0
1479,10.41,33.76,50.0,2240.5,2167.4
1481,12.43,33.6,2.0,2238.2,2076.7
1484,8.63,33.96,231.0,2256.8,2192.9
1485,9.69,33.62,170.0,2232.4,2132.3
1486,12.62,33.12,100.0,2212.6,2017.6
1489,14.7,33.3,2.0,2222.8,2011.0
1490,6.02,34.29,513.0,2316.8,2315.8
1492,8.1,34.1,231.0,2273.2,2237.8
1493,8.59,33.98,170.0,2257.7,2202.1
1494,9.93,33.58,99.0,2230.0,2133.6
1495,13.04,33.5,50.0,2232.3,2046.3
1496,13.07,33.5,29.0,2232.4,2043.6
1500,8.15,34.17,230.0,2281.1,2251.1
1501,8.8,34.09,171.0,2268.2,2225.5
1502,9.51,33.8,100.0,2246.7,2177.2
1504,12.76,33.6,30.0,2238.8,2060.1
1506,6.53,34.25,512.0,2338.5,2345.5
1508,8.05,34.19,229.0,2286.3,2277.5
1511,9.32,34.04,49.0,2262.7,2223.1
1512,10.38,33.94,31.0,2261.5,2155.9
1514,6.15,34.3,514.0,2318.2,2313.6
1516,8.17,34.18,230.0,2280.8,2256.2
1517,8.6,34.12,170.0,2273.2,2239.4
1518,9.03,33.91,100.0,2253.0,2193.7
1519,10.79,33.71,50.0,2244.3,2137.8
1520,11.56,33.57,31.0,2238.6,2082.0
1521,12.0,33.6,15.0,2246.1,2075.3
1523,5.68,34.24,515.0,2315.8,2317.2
1524,6.95,34.08,320.0,2285.2,2261.7
1525,7.87,33.98,230.0,2261.8,2205.5
1526,8.8,33.86,171.0,2246.9,2174.6
1527,10.61,33.39,101.0,2219.0,2091.7
1528,13.61,33.25,40.0,2218.6,2015.5
1529,13.62,33.26,30.0,2218.4,2014.6
1530,13.61,33.26,2.0,2219.2,2015.6
1531,6.52,34.23,442.0,2302.1,2296.4
1534,9.67,34.34,230.0,2282.2,2255.4
1535,9.85,34.2,171.0,2270.0,2234.3
1536,10.03,33.84,100.0,2244.5,2187.8
1540,1.54,34.67,3499.0,2433.9,2350.7
1541,5.79,34.23,514.0,2314.4,2313.5
1542,7.32,34.09,319.0,2282.9,2255.6
1543,8.06,33.99,229.0,2263.1,2208.4
1544,9.02,33.86,170.0,2247.2,2183.8
1545,11.65,33.51,101.0,2229.8,2090.3
1546,14.32,33.59,51.0,2241.8,2054.7
1547,14.65,33.38,30.0,2227.2,2021.1
1548,16.67,33.43,3.0,2233.1,2013.9
1549,5.85,34.32,517.0,2321.3,2321.0
1551,7.33,34.09,232.0,2279.8,2254.0
1554,10.67,33.76,50.0,2241.9,2163.0
1555,12.13,33.67,30.0,2237.2,2114.6
1556,13.8,33.65,17.0,2244.2,2072.5
1557,16.6,33.67,2.0,2243.3,2023.2
1558,6.12,34.32,515.0,2318.5,2318.8
1559,7.2,34.19,326.0,2288.6,2276.2
1560,7.97,34.12,230.0,2275.2,2247.0
1561,8.15,34.03,170.0,2263.8,2219.4
1562,9.25,33.86,99.0,2247.3,2189.1
1564,14.25,33.66,30.0,2242.7,2066.5
1565,17.48,33.69,2.0,2246.1,2011.1
1567,8.07,34.2,320.0,2284.5,2279.9
1568,8.86,34.15,230.0,2273.1,2242.1
1570,9.44,33.98,102.0,2255.5,2209.0
1571,10.32,33.77,50.0,2243.6,2170.6
1573,14.69,33.65,2.0,2244.5,2037.7
1574,6.68,34.23,514.0,2303.0,2297.5
1575,8.12,34.2,320.0,2282.3,2259.9
1576,8.72,34.16,230.0,2270.1,2242.0
1577,9.12,34.04,170.0,2261.2,2215.5
1578,9.51,33.94,101.0,2256.4,2198.6
1579,10.29,33.72,50.0,2236.8,2166.4
1581,11.92,33.65,15.0,2237.4,2108.0
1583,6.17,34.29,515.0,2315.2,2313.2
1584,7.7,34.21,320.0,2291.2,2273.5
1585,8.33,34.13,228.0,2273.8,2249.7
1586,8.88,34.01,170.0,2257.0,2222.5
1587,10.17,33.47,101.0,2222.3,2116.3
1589,13.99,33.38,40.0,2231.2,2033.1
1591,16.01,33.36,2.0,2227.3,2011.0
1594,9.27,34.21,231.0,2276.6,2240.7
1595,9.68,34.17,170.0,2271.1,2230.2
1596,9.89,33.77,100.0,2242.7,2174.7
1597,10.8,33.58,47.0,2232.9,2134.6
1598,11.38,33.55,30.0,2232.3,2112.9
1599,18.83,33.59,2.0,2242.7,1998.7
1601,9.58,34.25,230.0,2278.4,2242.7
1603,10.08,33.78,99.0,2242.0,2174.8
1604,11.5,33.44,50.0,2224.4,2085.4
1605,13.18,33.46,30.0,2230.6,2052.4
1606,20.07,33.65,2.0,2243.9,2009.4
1607,6.72,34.24,439.0,2302.9,2293.0
1608,8.16,34.19,320.0,2282.2,2247.7
1610,10.04,34.0,170.0,2257.8,2203.4
1612,12.33,33.42,50.0,2224.7,2065.3
1613,14.98,33.41,30.0,2229.2,2001.8
1614,17.57,33.58,10.0,2239.7,1985.1
1616,1.56,34.68,3504.0,2433.8,2350.0
1617,5.5,34.21,515.0,2314.1,2317.7
1618,7.0,34.05,321.0,2277.1,2249.7
1619,8.12,33.97,232.0,2258.7,2189.8
1620,8.97,33.76,171.0,2241.5,2158.4
1622,14.68,33.12,50.0,2217.2,2005.2
1623,16.42,33.31,31.0,2231.9,2005.3
1624,6.06,34.31,517.0,2317.3,2315.4
1625,7.1,34.15,320.0,2285.8,2270.2
1626,7.7,34.05,230.0,2266.1,2229.5
1627,8.67,33.98,169.0,2255.7,2201.9
1628,10.05,33.64,99.0,2230.1,2145.8
1629,15.86,33.53,31.0,2235.1,2014.5
1630,16.99,33.58,16.0,2236.8,2012.6
1631,16.99,33.58,12.0,2236.7,2012.5
1632,16.99,33.58,3.0,2237.3,2013.0
1633,6.26,34.31,515.0,2318.1,2314.3
1634,7.24,34.19,319.0,2289.1,2274.2
1635,7.98,34.08,230.0,2267.9,2233.2
1636,8.55,33.98,170.0,2255.2,2205.2
1637,9.8,33.64,100.0,2233.1,2147.0
1638,12.53,33.23,50.0,2212.5,2047.4
1639,16.51,33.61,30.0,2239.1,2015.5
1640,16.97,33.61,10.0,2241.5,2013.3
1641,16.96,33.6,2.0,2237.4,2012.9
1642,6.28,34.32,516.0,2315.5,2317.7
1644,9.17,34.13,230.0,2269.0,2227.1
1645,10.18,33.88,170.0,2249.0,2198.6
1646,11.3,33.56,100.0,2225.7,2138.4
1648,13.05,33.41,30.0,2224.4,2064.6
1649,17.05,33.57,12.0,2244.1,2010.2
1651,6.44,34.32,515.0,2317.1,2312.8
1653,8.98,34.15,230.0,2257.8,2193.6
1654,9.93,33.85,170.0,2242.6,2186.1
1655,11.42,33.53,100.0,2223.8,2126.1
1656,12.73,33.38,50.0,2216.8,2072.8
1658,17.85,33.65,10.0,2239.7,2006.6
1660,6.32,34.26,515.0,2313.3,2309.8
1661,8.29,34.23,320.0,2285.5,2267.6
1662,8.9,34.18,250.0,2278.2,2247.6
1663,9.5,33.98,171.0,2258.6,2210.2
1664,9.97,33.81,100.0,2246.2,2184.2
1665,11.48,33.49,50.0,2225.9,2106.6
1666,13.41,33.49,30.0,2230.9,2062.4
1667,15.04,33.54,15.0,2237.8,2022.4
1668,15.11,33.54,2.0,2239.9,2023.8
1669,6.28,34.28,514.0,2314.3,2310.2
1671,8.84,34.22,250.0,2279.0,2250.2
1672,9.4,34.07,170.0,2267.4,2221.6
1673,10.15,33.68,100.0,2236.2,2158.4
1676,14.59,33.56,15.0,2239.0,2023.5
1677,15.11,33.59,10.0,2240.6,2021.3
1678,15.23,33.61,2.0,2243.7,2019.7
1679,6.34,34.24,445.0,2310.6,2307.7
1680,7.82,34.2,320.0,2287.4,2270.2
1681,8.89,34.18,251.0,2277.5,2243.6
1682,9.67,33.92,169.0,2253.6,2196.1
1683,10.54,33.69,100.0,2238.5,2159.0
1685,13.61,33.53,30.0,2235.8,2057.7
1686,14.9,33.56,15.0,2240.2,2010.5
1687,15.16,33.58,10.0,2240.5,2003.7
1689,5.98,34.23,515.0,2313.7,2310.7
1690,8.0,34.24,320.0,2289.7,2271.7
1692,9.19,33.98,169.0,2259.3,2206.1
1693,9.78,33.71,101.0,2238.0,2161.9
1695,13.58,33.55,30.0,2238.5,2051.3
1696,14.59,33.59,15.0,2242.2,2028.4
1698,6.33,34.29,516.0,2321.4,2310.9
1699,7.72,34.19,320.0,2286.7,2270.9
1700,8.59,34.19,250.0,2282.7,2252.0
1701,9.3,34.08,170.0,2264.7,2229.8
1702,10.07,33.8,101.0,2243.4,2181.7
1703,12.8,33.54,51.0,2238.2,2076.3
1704,13.51,33.56,31.0,2238.2,2056.1
1705,13.97,33.55,15.0,2238.1,2043.2
1706,14.16,33.56,10.0,2243.8,2024.3
1707,14.25,33.55,2.0,2240.6,2002.2
1708,6.1,34.26,514.0,2318.7,2312.9
1709,8.42,34.21,319.0,2281.1,2256.6
1710,8.86,34.15,249.0,2274.8,2235.0
1711,9.56,33.99,170.0,2257.7,2207.3
1712,10.17,33.75,101.0,2249.0,2168.9
1713,12.6,33.54,51.0,2232.5,2101.9
1715,14.64,33.55,16.0,2242.4,2003.7
1716,14.65,33.55,10.0,2239.4,1985.4
1719,7.46,34.24,320.0,2300.9,2282.0
1721,8.81,34.08,170.0,2267.4,2226.1
1722,9.66,33.76,100.0,2245.2,2170.6
1723,12.59,33.53,50.0,2230.1,2081.2
1724,13.73,33.54,30.0,2236.3,2047.6
1725,14.01,33.55,15.0,2238.6,2028.2
1726,14.77,33.58,10.0,2239.1,2013.5
1727,15.36,33.62,2.0,2240.6,2012.5
1728,5.67,34.27,516.0,2316.0,2318.8
1732,9.72,33.49,101.0,2229.3,2136.7
1733,13.58,33.43,51.0,2234.3,2048.9
1734,13.96,33.43,41.0,2234.7,2040.2
1735,14.21,33.32,31.0,2228.9,2042.4
1736,14.24,33.34,12.0,2237.7,2026.3
1737,14.24,33.34,9.0,2228.8,2025.3
1738,14.24,33.34,2.0,2232.1,2026.0
1739,6.57,34.25,515.0,2356.9,2361.8
1742,9.48,34.07,170.0,2265.6,2226.1
1743,10.02,33.85,100.0,2245.4,2187.2
1744,12.2,33.51,50.0,2231.1,2097.7
1745,15.12,33.59,30.0,2237.6,2007.8
1746,16.3,33.61,10.0,2250.7,2003.0
1748,14.65,33.5,30.0,2237.4,2033.7
1749,15.91,33.57,2.0,2240.5,2013.2
1750,6.64,34.29,514.0,2312.0,2305.8
1752,8.97,34.11,229.0,2270.4,2218.3
1753,10.15,34.05,170.0,2260.3,2203.1
1755,13.87,33.41,50.0,2229.3,2046.1
1757,16.14,33.58,2.0,2242.0,2012.7
1758,16.2,33.41,25.0,2233.7,2011.7
1759,16.2,33.42,2.0,2235.6,2012.1
1761,6.85,34.02,320.0,2276.7,2245.2
1762,8.11,33.98,230.0,2262.4,2207.2
1763,8.85,33.79,170.0,2243.9,2165.3
1764,10.34,33.17,101.0,2213.5,2083.3
1766,14.3,33.13,30.0,2217.9,2002.8
1768,5.95,34.27,515.0,2314.5,2312.4
1769,7.25,34.11,321.0,2279.2,2257.0
1771,8.92,33.81,170.0,2244.5,2170.8
1772,10.44,33.36,100.0,2219.6,2094.4
1773,14.25,33.33,50.0,2226.0,2015.2
1774,14.27,33.32,31.0,2228.0,2016.9
1776,6.39,34.3,514.0,2315.3,2313.2
1781,13.18,33.38,50.0,2227.3,2044.1
1782,14.22,33.35,30.0,2232.6,2020.9
1784,14.02,33.44,30.0,2231.2,2027.7
1785,15.53,33.53,2.0,2237.7,2013.1
1786,6.63,34.3,516.0,2313.7,2309.8
1787,8.29,34.24,319.0,2286.0,2261.3
1789,9.83,34.02,170.0,2259.4,2209.4
1790,10.72,33.63,100.0,2234.7,2141.6
1791,13.63,33.39,50.0,2227.2,2045.2
1792,15.35,33.53,30.0,2238.9,2013.5
1793,15.32,33.53,2.0,2238.7,2013.3
1794,14.05,33.41,30.0,2229.8,2039.8
1796,14.19,33.45,32.0,2236.7,2049.7
1797,14.69,33.49,2.0,2239.0,2031.2
1798,6.42,34.32,515.0,2318.1,2314.9
1799,7.97,34.22,320.0,2273.2,2267.5
1800,9.06,34.17,230.0,2287.7,2233.8
1801,9.67,33.91,170.0,2250.8,2185.0
1802,11.18,33.55,100.0,2230.4,2128.0
1804,14.79,33.49,30.0,2237.1,2019.0
1805,15.14,33.5,2.0,2237.8,2019.2
1806,6.28,34.32,516.0,2320.3,2315.0
1808,8.69,34.22,229.0,2281.6,2247.9
1809,9.12,34.05,169.0,2260.1,2209.8
1810,10.5,33.77,100.0,2241.2,2166.8
1811,12.51,33.42,50.0,2226.7,2079.3
1813,16.53,33.49,2.0,2238.3,2009.9
1814,5.37,34.17,514.0,2311.7,2311.5
1815,7.03,34.02,321.0,2273.8,2239.9
1816,8.29,33.96,231.0,2256.1,2187.6
1817,8.97,33.75,170.0,2238.6,2174.3
1818,10.67,33.19,100.0,2212.2,2073.1
1819,14.46,33.09,51.0,2213.4,2005.4
1821,15.5,33.14,2.0,2219.5,2003.1
1823,7.35,34.16,321.0,2284.7,2268.0
1824,8.02,34.08,232.0,2270.2,2232.2
1825,8.79,33.97,168.0,2255.5,2190.5
1826,9.91,33.49,101.0,2226.3,2118.8
1827,14.69,33.39,50.0,2229.0,2021.3
1828,14.81,33.4,27.0,2231.5,2014.6
1829,14.93,33.41,12.0,2227.9,2014.8
1830,15.06,33.41,2.0,2227.9,2015.3
1831,6.12,34.31,514.0,2221.4,2056.3
1833,8.38,34.13,230.0,2272.4,2235.3
1834,9.05,33.87,171.0,2247.5,2183.8
1835,10.65,33.44,100.0,2224.3,2110.1
1836,14.3,33.39,50.0,2227.7,2024.2
1837,14.72,33.4,30.0,2229.7,2017.3
1838,14.77,33.39,10.0,2229.4,2016.7
1839,15.31,33.39,2.0,2229.8,2018.7
1840,6.31,34.32,515.0,2318.6,2315.2
1841,7.85,34.24,321.0,2289.1,2270.0
1843,9.24,34.15,170.0,2269.3,2229.0
1845,11.37,33.5,48.0,2224.4,2112.4
1847,15.82,33.49,2.0,2235.5,2011.2
1848,6.61,34.31,515.0,2309.7,2311.7
1849,8.04,34.22,320.0,2286.8,2266.2
1850,8.78,34.21,230.0,2278.6,2247.9
1851,9.29,34.13,170.0,2262.9,2226.6
1852,9.8,33.92,100.0,2247.7,2190.6
1853,10.6,33.6,50.0,2231.6,2137.6
1854,11.79,33.55,30.0,2231.3,2105.6
1855,14.18,33.52,2.0,2242.8,1964.2
1856,10.95,33.62,28.0,2240.6,2158.7
1857,14.15,33.56,2.0,2244.5,1970.3
1858,6.61,34.25,515.0,2331.9,2342.1
1860,8.48,34.17,230.0,2278.0,2259.1
1861,8.92,34.13,170.0,2270.8,2239.2
1862,9.42,33.97,100.0,2255.0,2209.5
1863,9.59,33.73,50.0,2239.8,2167.9
1865,12.53,33.64,2.0,2253.1,1993.1
1866,9.89,33.82,60.0,2248.4,2188.0
1868,10.54,33.65,30.0,2239.8,2153.2
1869,11.39,33.62,2.0,2240.3,2103.0
1870,6.08,34.24,514.0,2312.1,2308.6
1873,8.96,34.04,171.0,2267.1,2215.4
1874,9.55,33.74,100.0,2243.0,2170.4
1875,10.96,33.69,52.0,2245.9,2130.4
1877,12.48,33.57,2.0,2237.6,2084.7
1878,6.12,34.3,516.0,2315.4,2314.5
1879,8.03,34.23,320.0,2283.2,2267.3
1881,8.95,34.09,170.0,2266.1,2226.3
1882,9.56,33.88,101.0,2247.1,2186.8
1883,11.81,33.54,50.0,2232.4,2092.2
1884,13.61,33.51,30.0,2238.8,2032.2
1885,14.49,33.45,2.0,2233.3,2019.4
1887,6.89,34.11,320.0,2282.7,2270.3
1888,7.6,34.02,231.0,2270.1,2229.2
1889,8.45,33.95,170.0,2255.9,2200.9
1890,9.81,33.63,100.0,2232.6,2156.5
1892,14.58,33.41,30.0,2234.3,2013.4
1893,14.77,33.42,2.0,2231.4,2012.7
1894,5.87,34.29,514.0,2319.4,2319.9
1895,6.89,34.1,320.0,2284.6,2268.4
1897,8.58,33.96,170.0,2256.0,2205.4
1899,13.66,33.47,50.0,2231.1,2037.3
1900,14.11,33.48,40.0,2232.8,2028.3
1901,14.19,33.48,30.0,2232.3,2024.7
1903,14.61,33.47,2.0,2232.4,2016.8
1905,7.3,34.15,320.0,2285.1,2271.4
1906,7.82,34.03,230.0,2266.4,2224.2
1908,10.07,33.38,94.0,2220.1,2116.4
1911,14.76,33.44,2.0,2230.0,2016.6
1912,5.83,34.28,516.0,2318.4,2317.4
1913,7.19,34.15,318.0,2288.4,2294.7
1914,7.83,34.03,230.0,2267.0,2222.6
1916,10.36,33.33,100.0,2218.5,2094.6
1917,15.04,33.25,50.0,2223.4,2008.0
1919,15.19,33.16,2.0,2218.6,2003.5
1920,22.57,33.66,2.0,2246.6,2003.6
1921,7.53,34.3,515.0,2299.7,2287.7
1922,9.61,34.31,320.0,2282.1,2253.4
1923,9.97,34.2,230.0,2271.5,2233.0
1924,10.15,34.07,170.0,2261.9,2211.2
1925,10.56,33.78,101.0,2241.2,2166.2
1926,12.06,33.43,50.0,2225.7,2086.6
1927,14.39,33.4,30.0,2231.2,2013.0
1928,22.75,33.67,2.0,2247.5,2002.2
1929,1.55,34.68,3499.0,2432.1,2350.1
1930,5.61,34.21,515.0,2313.0,2313.7
1931,7.09,34.08,320.0,2280.0,2256.9
1932,8.17,34.03,229.0,2265.0,2218.9
1933,9.07,33.81,170.0,2243.7,2172.0
1934,11.1,33.36,104.0,2220.3,2093.6
1935,16.73,33.38,32.0,2229.3,2010.2
1936,18.47,33.48,3.0,2235.7,2014.0
1937,6.11,34.31,515.0,2317.0,2316.5
1938,7.24,34.15,321.0,2285.0,2268.5
1939,8.23,34.12,230.0,2266.9,2225.6
1940,8.6,33.98,169.0,2257.2,2201.4
1941,9.9,33.47,99.0,2223.0,2119.3
1942,14.49,33.41,47.0,2233.7,2035.3
1943,16.04,33.54,27.0,2239.4,2016.8
1944,16.84,33.5,3.0,2237.6,2015.3
1946,7.49,34.15,319.0,2284.0,2265.4
1947,7.99,34.03,229.0,2265.7,2219.8
1948,8.64,33.92,170.0,2252.4,2198.0
1949,9.76,33.51,100.0,2223.5,2139.3
1950,12.73,33.26,49.0,2219.3,2055.0
1951,15.42,33.43,30.0,2231.3,2023.9
1952,17.7,33.6,2.0,2241.0,2010.4
1953,7.23,34.29,512.0,2302.8,2292.9
1954,9.28,34.35,321.0,2289.1,2263.6
1955,9.37,34.16,230.0,2270.8,2224.3
1956,10.18,34.09,170.0,2263.5,2208.7
1958,14.86,33.4,33.0,2231.0,2016.4
1959,21.68,33.65,2.0,2247.7,1997.3
1960,7.26,34.29,514.0,2303.0,2292.1
1961,9.56,34.33,319.0,2285.1,2256.3
1962,9.91,34.22,230.0,2272.7,2235.6
1963,10.08,34.03,169.0,2260.3,2210.0
1968,5.55,34.18,515.0,2311.2,2311.9
1969,7.24,34.08,320.0,2278.4,2256.0
1970,8.34,33.96,230.0,2256.4,2190.9
1971,9.34,33.73,170.0,2237.8,2172.5
1974,17.29,33.15,53.0,2218.6,2003.0
1975,17.37,33.15,40.0,2216.7,2002.9
1976,17.38,33.15,30.0,2218.2,2002.2
1977,17.8,33.15,2.0,2218.5,2003.7
1980,8.33,33.94,230.0,2256.3,2179.7
1981,9.1,33.69,169.0,2237.4,2158.3
1982,11.23,33.07,99.0,2208.0,2047.2
1983,15.13,33.08,50.0,2214.6,1999.6
1984,17.45,33.14,25.0,2218.6,2002.3
1985,18.18,33.16,2.0,2217.8,2002.3
1986,5.69,34.21,521.0,2312.8,2313.5
1987,7.32,34.04,320.0,2272.7,2239.6
1989,9.26,33.63,170.0,2234.6,2152.0
1990,12.17,33.11,100.0,2211.8,2032.2
1991,17.11,33.12,50.0,2217.6,2002.7
1993,18.62,33.17,2.0,2220.7,2004.1
1994,5.74,34.29,515.0,2319.3,2319.6
1996,7.7,34.07,229.0,2271.3,2241.7
1997,8.55,33.97,170.0,2256.9,2212.9
1998,9.43,33.48,100.0,2223.5,2133.3
1999,12.42,33.32,50.0,2227.2,2069.8
2000,15.33,33.43,30.0,2234.9,2025.5
2001,17.84,33.39,3.0,2235.1,2012.8
2002,6.35,34.31,515.0,2316.6,2311.8
2003,7.58,34.2,319.0,2289.5,2270.5
2005,8.39,34.01,170.0,2262.5,2214.8
2006,9.59,33.75,100.0,2233.8,2173.1
2007,10.94,33.33,53.0,2221.8,2094.3
2008,16.93,33.57,26.0,2242.7,2012.0
2009,19.12,33.61,2.0,2246.7,2011.4
2010,6.7,34.23,516.0,2301.4,2296.3
2012,9.11,34.2,230.0,2276.2,2240.0
2013,9.57,34.08,170.0,2264.2,2214.3
2014,9.76,33.91,100.0,2250.9,2187.4
2015,11.56,33.47,50.0,2227.9,2097.9
2016,13.74,33.47,30.0,2233.0,2046.4
2017,19.45,33.58,2.0,2243.5,2006.6
2018,10.64,33.66,65.0,2237.2,2150.8
2019,12.96,33.43,40.0,2231.0,2070.9
2020,14.27,33.41,30.0,2233.4,2036.7
2021,19.5,33.55,2.0,2241.3,1983.5
2022,6.66,34.25,514.0,2334.3,2341.9
2023,8.48,34.19,321.0,2280.3,2269.0
2026,9.87,33.86,99.0,2249.1,2184.6
2027,11.83,33.47,50.0,2227.7,2100.6
2028,13.67,33.46,30.0,2236.4,2015.6
2029,19.28,33.57,2.0,2242.1,1993.3
2030,6.57,34.31,514.0,2313.4,2309.0
2031,8.25,34.25,320.0,2286.8,2264.5
2032,9.13,34.15,229.0,2271.3,2227.6
2033,9.71,34.03,169.0,2255.2,2187.3
2035,12.37,33.14,50.0,2212.8,2045.8
2036,15.39,33.28,29.0,2224.3,2010.8
2037,20.5,33.63,2.0,2247.1,2002.9
2038,1.55,34.65,3499.0,2431.2,2348.9
2039,5.78,34.24,516.0,2314.7,2314.2
2040,7.18,34.06,321.0,2276.8,2245.3
2041,8.38,33.96,230.0,2256.8,2185.8
2042,9.2,33.7,170.0,2237.0,2155.8
2043,12.3,33.17,100.0,2225.2,2045.6
2044,16.76,33.07,50.0,2214.8,1995.1
2045,19.53,33.19,26.0,2224.5,1994.5
2046,19.58,33.19,2.0,2224.1,1994.3
2047,5.83,34.22,513.0,2275.3,2156.7
2048,7.58,34.13,320.0,2276.7,2243.5
2049,8.39,33.98,230.0,2258.7,2200.0
2050,9.09,33.79,170.0,2242.2,2164.4
2051,11.34,33.21,100.0,2213.4,2063.8
2052,16.09,33.17,50.0,2218.8,2001.0
2053,19.06,33.34,25.0,2231.8,1999.0
2054,19.05,33.34,2.0,2231.6,1999.4
2055,6.29,34.31,517.0,2316.6,2312.1
2056,7.51,34.21,319.0,2289.5,2272.1
2058,8.98,33.93,169.0,2253.5,2192.7
2059,10.18,33.4,101.0,2220.2,2110.2
2060,13.42,32.95,55.0,2205.2,2018.2
2061,18.37,33.48,33.0,2238.3,2002.4
2062,18.54,33.49,2.0,2238.9,2003.0
2063,6.82,34.3,514.0,2308.4,2303.0
2064,8.44,34.24,321.0,2283.4,2258.0
2065,9.13,34.12,231.0,2268.5,2223.9
2066,9.75,33.9,170.0,2250.3,2184.8
2067,10.85,33.45,100.0,2223.9,2108.2
2068,14.69,33.28,50.0,2224.6,2021.5
2069,18.2,33.42,25.0,2217.8,2001.3
2070,19.76,33.59,2.0,2244.8,2003.1
2071,17.73,33.44,30.0,2236.5,2017.8
2072,6.7,34.3,515.0,2310.1,2305.0
2073,8.74,34.26,320.0,2281.8,2254.9
2074,8.98,34.08,230.0,2265.4,2216.0
2075,9.86,33.9,169.0,2250.4,2184.4
2076,10.92,33.48,100.0,2226.9,2115.8
2078,17.2,33.4,30.0,2232.8,2004.7
2079,19.66,33.6,2.0,2245.3,2002.0
2081,7.89,34.19,320.0,2284.0,2261.4
2082,8.46,34.0,230.0,2264.9,2207.0
2084,10.56,33.59,99.0,2232.0,2137.6
2085,12.04,33.28,50.0,2217.3,2071.8
2086,16.41,33.45,30.0,2233.0,2017.9
2087,17.38,33.5,20.0,2237.4,2001.7
2088,17.37,33.5,2.0,2238.5,2001.8
2089,5.53,34.2,514.0,2313.9,2314.2
2092,8.98,34.02,170.0,2261.4,2210.8
2094,12.4,33.22,50.0,2216.8,2061.8
2095,16.85,33.47,30.0,2237.6,2004.9
2096,17.13,33.49,2.0,2237.4,2000.7
2098,8.14,34.23,320.0,2285.5,2264.5
2099,8.87,34.2,230.0,2276.2,2244.2
2100,9.36,34.08,169.0,2263.6,2217.7
2101,10.08,33.64,100.0,2234.1,2152.9
2102,12.2,32.84,54.0,2198.6,2022.3
2103,16.32,33.18,34.0,2220.4,1998.4
2104,16.68,33.18,2.0,2221.0,1996.9
2105,5.59,34.23,517.0,2316.7,2316.2
2106,6.63,34.05,320.0,2283.9,2259.8
2108,8.48,33.9,169.0,2251.3,2179.1
2109,9.42,33.49,99.0,2226.0,2133.3
2110,14.72,33.38,50.0,2230.8,2023.1
2111,18.07,33.53,40.0,2243.3,2006.9
2113,18.42,33.46,2.0,2237.0,2002.4
2114,6.2,34.27,515.0,2310.6,2309.0
2115,7.45,34.17,321.0,2287.7,2267.4
2116,8.26,34.11,232.0,2274.0,2235.0
2117,8.96,33.97,170.0,2257.1,2202.5
2120,18.03,33.51,25.0,2244.3,2004.5
2121,18.1,33.52,2.0,2241.3,2004.9
2122,5.83,34.2,513.0,2309.1,2309.1
2124,8.41,33.94,230.0,2255.0,2191.8
2125,9.28,33.61,170.0,2230.2,2147.1
2126,12.64,33.21,100.0,2219.2,2028.8
2127,19.61,33.31,50.0,2230.3,1998.5
2128,19.61,33.31,25.0,2230.7,1997.4
2129,19.61,33.31,4.0,2230.7,1998.8
2130,12.53,33.33,64.0,2221.7,2066.4
2131,13.23,33.3,51.0,2221.4,2063.7
2133,16.18,33.42,2.0,2232.8,2027.1
2134,6.63,34.25,514.0,2339.5,2351.5
2136,9.26,34.12,230.0,2267.9,2239.2
2137,9.59,33.86,168.0,2251.2,2182.2
2138,10.62,33.47,101.0,2224.9,2117.6
2139,13.13,33.29,50.0,2221.7,2055.4
2140,14.47,33.27,30.0,2223.9,2030.0
2141,18.03,33.55,2.0,2243.9,2006.8
2142,14.78,33.32,34.0,2228.0,2021.9
2143,18.81,33.58,2.0,2243.7,2004.5
2145,8.47,34.22,320.0,2286.8,2254.3
2146,9.28,34.16,230.0,2271.0,2229.5
2147,9.61,33.99,170.0,2257.3,2202.9
2148,11.27,33.45,103.0,2225.3,2106.2
2150,16.8,33.39,27.0,2233.4,2004.5
2151,16.84,33.39,2.0,2233.4,2005.2
2152,5.82,34.25,513.0,2314.8,2313.3
2154,8.67,33.94,231.0,2254.9,2194.3
2155,9.51,33.54,170.0,2227.9,2133.5
2156,13.25,33.15,100.0,2214.0,2029.5
2157,18.12,33.4,50.0,2235.8,2003.1
2158,18.13,33.42,25.0,2236.1,2003.4
2159,18.12,33.41,2.0,2238.9,2003.8
2160,5.93,34.28,514.0,2316.5,2311.3
2161,7.08,34.08,320.0,2280.3,2254.8
2162,7.92,34.0,231.0,2265.4,2211.1
2163,8.7,33.89,171.0,2250.8,2178.7
2165,12.35,33.14,50.0,2214.2,2046.4
2166,16.48,33.26,30.0,2225.8,2001.1
2168,6.46,34.31,516.0,2313.9,2307.7
